player_id,full_name,first_name,last_name,is_active
203500,Steven Adams,Steven,Adams,True
1628389,Bam Adebayo,Bam,Adebayo,True
200746,LaMarcus Aldridge,LaMarcus,Aldridge,True
1629734,Kyle Alexander,Kyle,Alexander,True
1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True
1628960,Grayson Allen,Grayson,Allen,True
1628386,Jarrett Allen,Jarrett,Allen,True
1628443,Kadeem Allen,Kadeem,Allen,True
202329,Al-Farouq Aminu,Al-Farouq,Aminu,True
1626147,Justin Anderson,Justin,Anderson,True
203937,Kyle Anderson,Kyle,Anderson,True
201583,Ryan Anderson,Ryan,Anderson,True
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True
1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,True
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True
2546,Carmelo Anthony,Carmelo,Anthony,True
1628384,OG Anunoby,OG,Anunoby,True
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True
2772,Trevor Ariza,Trevor,Ariza,True
201571,D.J. Augustin,D.J.,Augustin,True
1629028,Deandre Ayton,Deandre,Ayton,True
1628407,Dwayne Bacon,Dwayne,Bacon,True
1628963,Marvin Bagley III,Marvin,Bagley III,True
1628366,Lonzo Ball,Lonzo,Ball,True
1628964,Mo Bamba,Mo,Bamba,True
200826,J.J. Barea,J.J.,Barea,True
203084,Harrison Barnes,Harrison,Barnes,True
1629628,RJ Barrett,RJ,Barrett,True
203115,Will Barton,Will,Barton,True
1628966,Keita Bates-Diop,Keita,Bates-Diop,True
201587,Nicolas Batum,Nicolas,Batum,True
203382,Aron Baynes,Aron,Baynes,True
203145,Kent Bazemore,Kent,Bazemore,True
1629647,Darius Bazley,Darius,Bazley,True
203078,Bradley Beal,Bradley,Beal,True
1627736,Malik Beasley,Malik,Beasley,True
201158,Marco Belinelli,Marco,Belinelli,True
1628395,Jordan Bell,Jordan,Bell,True
1627761,DeAndre' Bembry,DeAndre',Bembry,True
1627733,Dragan Bender,Dragan,Bender,True
202722,Davis Bertans,Davis,Bertans,True
201976,Patrick Beverley,Patrick,Beverley,True
203920,Khem Birch,Khem,Birch,True
1629048,Goga Bitadze,Goga,Bitadze,True
202687,Bismack Biyombo,Bismack,Biyombo,True
202357,Nemanja Bjelica,Nemanja,Bjelica,True
202339,Eric Bledsoe,Eric,Bledsoe,True
203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
1629626,Bol Bol,Bol,Bol,True
1628413,Jonah Bolden,Jonah,Bolden,True
1629648,Jordan Bone,Jordan,Bone,True
1629067,Isaac Bonga,Isaac,Bonga,True
1626164,Devin Booker,Devin,Booker,True
1628449,Chris Boucher,Chris,Boucher,True
1628968,Brian Bowen II,Brian,Bowen II,True
1629065,Ky Bowman,Ky,Bowman,True
202340,Avery Bradley,Avery,Bradley,True
1628396,Tony Bradley,Tony,Bradley,True
1629714,Jarrell Brantley,Jarrell,Brantley,True
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,True
1628969,Mikal Bridges,Mikal,Bridges,True
1628970,Miles Bridges,Miles,Bridges,True
1629052,Oshae Brissett,Oshae,Brissett,True
1629151,Ryan Broekhoff,Ryan,Broekhoff,True
1627763,Malcolm Brogdon,Malcolm,Brogdon,True
1628415,Dillon Brooks,Dillon,Brooks,True
1628971,Bruce Brown,Bruce,Brown,True
1627759,Jaylen Brown,Jaylen,Brown,True
1629650,Moses Brown,Moses,Brown,True
1628425,Sterling Brown,Sterling,Brown,True
1629718,Charles Brown Jr.,Charles,Brown Jr.,True
1628972,Troy Brown Jr.,Troy,Brown Jr.,True
1628973,Jalen Brunson,Jalen,Brunson,True
1628418,Thomas Bryant,Thomas,Bryant,True
203493,Reggie Bullock,Reggie,Bullock,True
203504,Trey Burke,Trey,Burke,True
202692,Alec Burks,Alec,Burks,True
1629126,Deonte Burton,Deonte,Burton,True
202710,Jimmy Butler,Jimmy,Butler,True
203998,Bruno Caboclo,Bruno,Caboclo,True
1629719,Devontae Cacok,Devontae,Cacok,True
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,True
1628427,Vlatko Cancar,Vlatko,Cancar,True
203991,Clint Capela,Clint,Capela,True
201960,DeMarre Carroll,DeMarre,Carroll,True
1628975,Jevon Carter,Jevon,Carter,True
1713,Vince Carter,Vince,Carter,True
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,True
203487,Michael Carter-Williams,Michael,Carter-Williams,True
1627936,Alex Caruso,Alex,Caruso,True
1626161,Willie Cauley-Stein,Willie,Cauley-Stein,True
2199,Tyson Chandler,Tyson,Chandler,True
201163,Wilson Chandler,Wilson,Chandler,True
1629597,Zylan Cheatham,Zylan,Cheatham,True
1629185,Chris Chiozza,Chris,Chiozza,True
1627737,Marquese Chriss,Marquese,Chriss,True
1629109,Gary Clark,Gary,Clark,True
1629634,Brandon Clarke,Brandon,Clarke,True
203903,Jordan Clarkson,Jordan,Clarkson,True
1629651,Nicolas Claxton,Nicolas,Claxton,True
1629598,Chris Clemons,Chris,Clemons,True
1628499,Antonius Cleveland,Antonius,Cleveland,True
1629599,Amir Coffey,Amir,Coffey,True
1628381,John Collins,John,Collins,True
1628380,Zach Collins,Zach,Collins,True
201144,Mike Conley,Mike,Conley,True
1626192,Pat Connaughton,Pat,Connaughton,True
1626188,Quinn Cook,Quinn,Cook,True
1629076,Tyler Cook,Tyler,Cook,True
202326,DeMarcus Cousins,DeMarcus,Cousins,True
203496,Robert Covington,Robert,Covington,True
203459,Allen Crabbe,Allen,Crabbe,True
1628470,Torrey Craig,Torrey,Craig,True
203109,Jae Crowder,Jae,Crowder,True
1629633,Jarrett Culver,Jarrett,Culver,True
203552,Seth Curry,Seth,Curry,True
201939,Stephen Curry,Stephen,Curry,True
203584,Troy Daniels,Troy,Daniels,True
203076,Anthony Davis,Anthony,Davis,True
202334,Ed Davis,Ed,Davis,True
1629056,Terence Davis,Terence,Davis,True
201942,DeMar DeRozan,DeMar,DeRozan,True
203473,Dewayne Dedmon,Dewayne,Dedmon,True
203521,Matthew Dellavedova,Matthew,Dellavedova,True
1628978,Donte DiVincenzo,Donte,DiVincenzo,True
1627767,Cheick Diallo,Cheick,Diallo,True
1628977,Hamidou Diallo,Hamidou,Diallo,True
203476,Gorgui Dieng,Gorgui,Dieng,True
203915,Spencer Dinwiddie,Spencer,Dinwiddie,True
1629029,Luka Doncic,Luka,Doncic,True
1629652,Luguentz Dort,Luguentz,Dort,True
1628422,Damyean Dotson,Damyean,Dotson,True
1629635,Sekou Doumbouya,Sekou,Doumbouya,True
1628408,PJ Dozier,PJ,Dozier,True
201609,Goran Dragic,Goran,Dragic,True
203083,Andre Drummond,Andre,Drummond,True
201162,Jared Dudley,Jared,Dudley,True
1627739,Kris Dunn,Kris,Dunn,True
201142,Kevin Durant,Kevin,Durant,True
1629035,Carsen Edwards,Carsen,Edwards,True
1627740,Henry Ellenson,Henry,Ellenson,True
201961,Wayne Ellington,Wayne,Ellington,True
203954,Joel Embiid,Joel,Embiid,True
203516,James Ennis III,James,Ennis III,True
1629234,Drew Eubanks,Drew,Eubanks,True
1628980,Jacob Evans,Jacob,Evans,True
203957,Dante Exum,Dante,Exum,True
1629605,Tacko Fall,Tacko,Fall,True
202324,Derrick Favors,Derrick,Favors,True
1626245,Cristiano Felicio,Cristiano,Felicio,True
1628390,Terrance Ferguson,Terrance,Ferguson,True
1628981,Bruno Fernando,Bruno,Fernando,True
1627812,Yogi Ferrell,Yogi,Ferrell,True
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True
1627854,Bryn Forbes,Bryn,Forbes,True
203095,Evan Fournier,Evan,Fournier,True
1628368,De'Aaron Fox,De'Aaron,Fox,True
1626187,Michael Frazier,Michael,Frazier,True
204025,Tim Frazier,Tim,Frazier,True
1628982,Melvin Frazier Jr.,Melvin,Frazier Jr.,True
1628365,Markelle Fultz,Markelle,Fultz,True
1629117,Wenyen Gabriel,Wenyen,Gabriel,True
1629655,Daniel Gafford,Daniel,Gafford,True
201568,Danilo Gallinari,Danilo,Gallinari,True
204038,Langston Galloway,Langston,Galloway,True
1629636,Darius Garland,Darius,Garland,True
201188,Marc Gasol,Marc,Gasol,True
200752,Rudy Gay,Rudy,Gay,True
202331,Paul George,Paul,George,True
201959,Taj Gibson,Taj,Gibson,True
1628385,Harry Giles III,Harry,Giles III,True
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True
203497,Rudy Gobert,Rudy,Gobert,True
1629164,Brandon Goodwin,Brandon,Goodwin,True
203932,Aaron Gordon,Aaron,Gordon,True
201569,Eric Gordon,Eric,Gordon,True
1628984,Devonte' Graham,Devonte',Graham,True
1626203,Treveon Graham,Treveon,Graham,True
203924,Jerami Grant,Jerami,Grant,True
1627982,Josh Gray,Josh,Gray,True
201980,Danny Green,Danny,Green,True
203110,Draymond Green,Draymond,Green,True
101123,Gerald Green,Gerald,Green,True
203210,JaMychal Green,JaMychal,Green,True
1629750,Javonte Green,Javonte,Green,True
201145,Jeff Green,Jeff,Green,True
201933,Blake Griffin,Blake,Griffin,True
1629741,Marko Guduric,Marko,Guduric,True
1629657,Kyle Guy,Kyle,Guy,True
1629060,Rui Hachimura,Rui,Hachimura,True
1628985,Devon Hall,Devon,Hall,True
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True
201935,James Harden,James,Harden,True
203090,Maurice Harkless,Maurice,Harkless,True
1629607,Jared Harper,Jared,Harper,True
1626149,Montrezl Harrell,Montrezl,Harrell,True
203914,Gary Harris,Gary,Harris,True
203925,Joe Harris,Joe,Harris,True
202699,Tobias Harris,Tobias,Harris,True
1627885,Shaquille Harrison,Shaquille,Harrison,True
1628404,Josh Hart,Josh,Hart,True
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True
2617,Udonis Haslem,Udonis,Haslem,True
1629637,Jaxson Hayes,Jaxson,Hayes,True
202330,Gordon Hayward,Gordon,Hayward,True
203089,John Henson,John,Henson,True
1629608,Dewan Hernandez,Dewan,Hernandez,True
1627823,Juancho Hernangomez,Juancho,Hernangomez,True
1626195,Willy Hernangomez,Willy,Hernangomez,True
1629639,Tyler Herro,Tyler,Herro,True
1628987,Kevin Hervey,Kevin,Hervey,True
1626209,Mario Hezonja,Mario,Hezonja,True
1627741,Buddy Hield,Buddy,Hield,True
201588,George Hill,George,Hill,True
203524,Solomon Hill,Solomon,Hill,True
1629658,Jaylen Hoard,Jaylen,Hoard,True
1628988,Aaron Holiday,Aaron,Holiday,True
201950,Jrue Holiday,Jrue,Holiday,True
203200,Justin Holiday,Justin,Holiday,True
1626178,Rondae Hollis-Jefferson,Rondae,Hollis-Jefferson,True
1626158,Richaun Holmes,Richaun,Holmes,True
203918,Rodney Hood,Rodney,Hood,True
201143,Al Horford,Al,Horford,True
1629659,Talen Horton-Tucker,Talen,Horton-Tucker,True
1627863,Danuel House Jr.,Danuel,House Jr.,True
2730,Dwight Howard,Dwight,Howard,True
1629739,William Howard,William,Howard,True
1628989,Kevin Huerter,Kevin,Huerter,True
1629631,De'Andre Hunter,De'Andre,Hunter,True
1628990,Chandler Hutchison,Chandler,Hutchison,True
201586,Serge Ibaka,Serge,Ibaka,True
2738,Andre Iguodala,Andre,Iguodala,True
101141,Ersan Ilyasova,Ersan,Ilyasova,True
204060,Joe Ingles,Joe,Ingles,True
1627742,Brandon Ingram,Brandon,Ingram,True
202681,Kyrie Irving,Kyrie,Irving,True
1628371,Jonathan Isaac,Jonathan,Isaac,True
1628411,Wes Iwundu,Wes,Iwundu,True
1628402,Frank Jackson,Frank,Jackson,True
1628367,Josh Jackson,Josh,Jackson,True
1628382,Justin Jackson,Justin,Jackson,True
202704,Reggie Jackson,Reggie,Jackson,True
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
1629713,Justin James,Justin,James,True
2544,LeBron James,LeBron,James,True
1628518,Amile Jefferson,Amile,Jefferson,True
1629610,DaQuan Jeffries,DaQuan,Jeffries,True
1629660,Ty Jerome,Ty,Jerome,True
1628993,Alize Johnson,Alize,Johnson,True
1629168,BJ Johnson,BJ,Johnson,True
1629661,Cameron Johnson,Cameron,Johnson,True
201949,James Johnson,James,Johnson,True
1629640,Keldon Johnson,Keldon,Johnson,True
1626169,Stanley Johnson,Stanley,Johnson,True
204020,Tyler Johnson,Tyler,Johnson,True
203999,Nikola Jokic,Nikola,Jokic,True
1627745,Damian Jones,Damian,Jones,True
1626145,Tyus Jones,Tyus,Jones,True
1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
201599,DeAndre Jordan,DeAndre,Jordan,True
202709,Cory Joseph,Cory,Joseph,True
1629662,Mfiondu Kabengele,Mfiondu,Kabengele,True
1626163,Frank Kaminsky,Frank,Kaminsky,True
202683,Enes Kanter,Enes,Kanter,True
1628379,Luke Kennard,Luke,Kennard,True
1629742,Stanton Kidd,Stanton,Kidd,True
203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,True
1629663,Louis King,Louis,King,True
1628467,Maxi Kleber,Maxi,Kleber,True
202688,Brandon Knight,Brandon,Knight,True
1628995,Kevin Knox II,Kevin,Knox II,True
1629723,John Konchar,John,Konchar,True
1627788,Furkan Korkmaz,Furkan,Korkmaz,True
1628436,Luke Kornet,Luke,Kornet,True
2594,Kyle Korver,Kyle,Korver,True
1629066,Rodions Kurucs,Rodions,Kurucs,True
1628398,Kyle Kuzma,Kyle,Kuzma,True
203897,Zach LaVine,Zach,LaVine,True
1627746,Skal Labissiere,Skal,Labissiere,True
203087,Jeremy Lamb,Jeremy,Lamb,True
1629641,Romeo Langford,Romeo,Langford,True
1629724,Vic Law,Vic,Law,True
1627774,Jake Layman,Jake,Layman,True
1627747,Caris LeVert,Caris,LeVert,True
1628388,TJ Leaf,TJ,Leaf,True
1629665,Jalen Lecque,Jalen,Lecque,True
201584,Courtney Lee,Courtney,Lee,True
1627814,Damion Lee,Damion,Lee,True
203458,Alex Len,Alex,Len,True
202695,Kawhi Leonard,Kawhi,Leonard,True
203086,Meyers Leonard,Meyers,Leonard,True
203081,Damian Lillard,Damian,Lillard,True
1629642,Nassir Little,Nassir,Little,True
1626172,Kevon Looney,Kevon,Looney,True
201572,Brook Lopez,Brook,Lopez,True
201577,Robin Lopez,Robin,Lopez,True
201567,Kevin Love,Kevin,Love,True
200768,Kyle Lowry,Kyle,Lowry,True
1627789,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,True
1626168,Trey Lyles,Trey,Lyles,True
1629133,Daryl Macon,Daryl,Macon,True
203705,Josh Magette,Josh,Magette,True
101133,Ian Mahinmi,Ian,Mahinmi,True
1627748,Thon Maker,Thon,Maker,True
1629611,Terance Mann,Terance,Mann,True
1626246,Boban Marjanovic,Boban,Marjanovic,True
1628374,Lauri Markkanen,Lauri,Markkanen,True
1628997,Caleb Martin,Caleb,Martin,True
1628998,Cody Martin,Cody,Martin,True
1629725,Jeremiah Martin,Jeremiah,Martin,True
1629103,Kelan Martin,Kelan,Martin,True
1628412,Frank Mason,Frank,Mason,True
1629726,Garrison Mathews,Garrison,Mathews,True
202083,Wesley Matthews,Wesley,Matthews,True
1627775,Patrick McCaw,Patrick,McCaw,True
203468,CJ McCollum,CJ,McCollum,True
204456,T.J. McConnell,T.J.,McConnell,True
1629667,Jalen McDaniels,Jalen,McDaniels,True
203926,Doug McDermott,Doug,McDermott,True
201580,JaVale McGee,JaVale,McGee,True
203585,Rodney McGruder,Rodney,McGruder,True
1628035,Alfonzo McKinnie,Alfonzo,McKinnie,True
1629162,Jordan McLaughlin,Jordan,McLaughlin,True
203463,Ben McLemore,Ben,McLemore,True
203895,Jordan McRae,Jordan,McRae,True
1629740,Nicolo Melli,Nicolo,Melli,True
1629001,De'Anthony Melton,De'Anthony,Melton,True
1629002,Chimezie Metu,Chimezie,Metu,True
203114,Khris Middleton,Khris,Middleton,True
101139,CJ Miles,CJ,Miles,True
203121,Darius Miller,Darius,Miller,True
1626259,Malcolm Miller,Malcolm,Miller,True
201988,Patty Mills,Patty,Mills,True
200794,Paul Millsap,Paul,Millsap,True
1629003,Shake Milton,Shake,Milton,True
1628378,Donovan Mitchell,Donovan,Mitchell,True
1628513,Naz Mitrou-Long,Naz,Mitrou-Long,True
1629690,Adam Mokoka,Adam,Mokoka,True
1628370,Malik Monk,Malik,Monk,True
1629760,Matt Mooney,Matt,Mooney,True
202734,E'Twaun Moore,E'Twaun,Moore,True
1629630,Ja Morant,Ja,Morant,True
1629752,Juwan Morgan,Juwan,Morgan,True
202693,Markieff Morris,Markieff,Morris,True
1628420,Monte Morris,Monte,Morris,True
202694,Marcus Morris Sr.,Marcus,Morris Sr.,True
1628405,Johnathan Motley,Johnathan,Motley,True
1626144,Emmanuel Mudiay,Emmanuel,Mudiay,True
1627749,Dejounte Murray,Dejounte,Murray,True
1627750,Jamal Murray,Jamal,Murray,True
1629058,Dzanan Musa,Dzanan,Musa,True
203488,Mike Muscala,Mike,Muscala,True
1629004,Svi Mykhailiuk,Svi,Mykhailiuk,True
1627846,Abdel Nader,Abdel,Nader,True
1626204,Larry Nance Jr.,Larry,Nance Jr.,True
203894,Shabazz Napier,Shabazz,Napier,True
2403,Nene,,Nene,True
203526,Raul Neto,Raul,Neto,True
1627777,Georges Niang,Georges,Niang,True
203457,Nerlens Noel,Nerlens,Noel,True
1629668,Zach Norvell Jr.,Zach,Norvell Jr.,True
1629669,Jaylen Nowell,Jaylen,Nowell,True
1628373,Frank Ntilikina,Frank,Ntilikina,True
1629134,Kendrick Nunn,Kendrick,Nunn,True
203994,Jusuf Nurkic,Jusuf,Nurkic,True
1628021,David Nwaba,David,Nwaba,True
1626220,Royce O'Neale,Royce,O'Neale,True
203124,Kyle O'Quinn,Kyle,O'Quinn,True
1628400,Semi Ojeleye,Semi,Ojeleye,True
1626143,Jahlil Okafor,Jahlil,Okafor,True
1629059,Elie Okobo,Elie,Okobo,True
1629006,Josh Okogie,Josh,Okogie,True
1629644,KZ Okpala,KZ,Okpala,True
203506,Victor Oladipo,Victor,Oladipo,True
203482,Kelly Olynyk,Kelly,Olynyk,True
1629671,Miye Oni,Miye,Oni,True
1626224,Cedi Osman,Cedi,Osman,True
1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,True
1629745,Tariq Owens,Tariq,Owens,True
203953,Jabari Parker,Jabari,Parker,True
202718,Chandler Parsons,Chandler,Parsons,True
1629672,Eric Paschall,Eric,Paschall,True
1628394,Anzejs Pasecniks,Anzejs,Pasecniks,True
202335,Patrick Patterson,Patrick,Patterson,True
1628383,Justin Patton,Justin,Patton,True
101108,Chris Paul,Chris,Paul,True
203901,Elfrid Payton,Elfrid,Payton,True
1627780,Gary Payton II,Gary,Payton II,True
203658,Norvel Pelle,Norvel,Pelle,True
1629033,Theo Pinson,Theo,Pinson,True
203486,Mason Plumlee,Mason,Plumlee,True
1627751,Jakob Poeltl,Jakob,Poeltl,True
1629738,Vincent Poirier,Vincent,Poirier,True
1629044,Shamorie Ponds,Shamorie,Ponds,True
1629673,Jordan Poole,Jordan,Poole,True
1629645,Kevin Porter Jr.,Kevin,Porter Jr.,True
1629008,Michael Porter Jr.,Michael,Porter Jr.,True
203490,Otto Porter Jr.,Otto,Porter Jr.,True
1626171,Bobby Portis,Bobby,Portis,True
204001,Kristaps Porzingis,Kristaps,Porzingis,True
203939,Dwight Powell,Dwight,Powell,True
1626181,Norman Powell,Norman,Powell,True
1627752,Taurean Prince,Taurean,Prince,True
203944,Julius Randle,Julius,Randle,True
1629729,Josh Reaves,Josh,Reaves,True
1629629,Cam Reddish,Cam,Reddish,True
200755,JJ Redick,JJ,Redick,True
1629675,Naz Reid,Naz,Reid,True
1629244,Cameron Reynolds,Cameron,Reynolds,True
1626196,Josh Richardson,Josh,Richardson,True
203085,Austin Rivers,Austin,Rivers,True
203460,Andre Roberson,Andre,Roberson,True
1629130,Duncan Robinson,Duncan,Robinson,True
1629010,Jerome Robinson,Jerome,Robinson,True
1629620,Justin Robinson,Justin,Robinson,True
1629011,Mitchell Robinson,Mitchell,Robinson,True
203922,Glenn Robinson III,Glenn,Robinson III,True
1629676,Isaiah Roby,Isaiah,Roby,True
200765,Rajon Rondo,Rajon,Rondo,True
201565,Derrick Rose,Derrick,Rose,True
203082,Terrence Ross,Terrence,Ross,True
1626179,Terry Rozier,Terry,Rozier,True
201937,Ricky Rubio,Ricky,Rubio,True
1626156,D'Angelo Russell,D'Angelo,Russell,True
1627734,Domantas Sabonis,Domantas,Sabonis,True
1629677,Luka Samanic,Luka,Samanic,True
203960,JaKarr Sampson,JaKarr,Sampson,True
203967,Dario Saric,Dario,Saric,True
203107,Tomas Satoransky,Tomas,Satoransky,True
1629678,Admiral Schofield,Admiral,Schofield,True
203471,Dennis Schroder,Dennis,Schroder,True
203118,Mike Scott,Mike,Scott,True
200757,Thabo Sefolosha,Thabo,Sefolosha,True
1629012,Collin Sexton,Collin,Sexton,True
1629013,Landry Shamet,Landry,Shamet,True
1629621,Marial Shayok,Marial,Shayok,True
202697,Iman Shumpert,Iman,Shumpert,True
1627783,Pascal Siakam,Pascal,Siakam,True
1629735,Chris Silva,Chris,Silva,True
1627732,Ben Simmons,Ben,Simmons,True
1628424,Kobi Simmons,Kobi,Simmons,True
1629014,Anfernee Simons,Anfernee,Simons,True
1629346,Alen Smailagic,Alen,Smailagic,True
203935,Marcus Smart,Marcus,Smart,True
202397,Ish Smith,Ish,Smith,True
1629015,Zhaire Smith,Zhaire,Smith,True
1628372,Dennis Smith Jr.,Dennis,Smith Jr.,True
203503,Tony Snell,Tony,Snell,True
1629034,Ray Spalding,Ray,Spalding,True
1629016,Omari Spellman,Omari,Spellman,True
1629622,Max Strus,Max,Strus,True
1628410,Edmond Sumner,Edmond,Sumner,True
1628403,Caleb Swanigan,Caleb,Swanigan,True
1628369,Jayson Tatum,Jayson,Tatum,True
201952,Jeff Teague,Jeff,Teague,True
202066,Garrett Temple,Garrett,Temple,True
1628464,Daniel Theis,Daniel,Theis,True
202738,Isaiah Thomas,Isaiah,Thomas,True
1629017,Khyri Thomas,Khyri,Thomas,True
1629744,Matt Thomas,Matt,Thomas,True
202691,Klay Thompson,Klay,Thompson,True
202684,Tristan Thompson,Tristan,Thompson,True
1629680,Matisse Thybulle,Matisse,Thybulle,True
201229,Anthony Tolliver,Anthony,Tolliver,True
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True
1629018,Gary Trent Jr.,Gary,Trent Jr.,True
1629019,Allonzo Trier,Allonzo,Trier,True
200782,P.J. Tucker,P.J.,Tucker,True
1629730,Rayjon Tucker,Rayjon,Tucker,True
202323,Evan Turner,Evan,Turner,True
1626167,Myles Turner,Myles,Turner,True
202685,Jonas Valanciunas,Jonas,Valanciunas,True
1627756,Denzel Valentine,Denzel,Valentine,True
1627832,Fred VanVleet,Fred,VanVleet,True
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True
1629216,Gabe Vincent,Gabe,Vincent,True
203943,Noah Vonleh,Noah,Vonleh,True
202696,Nikola Vucevic,Nikola,Vucevic,True
1629731,Dean Wade,Dean,Wade,True
1629021,Moritz Wagner,Moritz,Wagner,True
203079,Dion Waiters,Dion,Waiters,True
202689,Kemba Walker,Kemba,Walker,True
1629022,Lonnie Walker IV,Lonnie,Walker IV,True
202322,John Wall,John,Wall,True
1627820,Tyrone Wallace,Tyrone,Wallace,True
1628476,Derrick Walton Jr.,Derrick,Walton Jr.,True
202954,Brad Wanamaker,Brad,Wanamaker,True
203933,T.J. Warren,T.J.,Warren,True
1629023,P.J. Washington,P.J.,Washington,True
1629139,Yuta Watanabe,Yuta,Watanabe,True
1629682,Tremont Waters,Tremont,Waters,True
1628778,Paul Watson,Paul,Watson,True
1629683,Quinndary Weatherspoon,Quinndary,Weatherspoon,True
201566,Russell Westbrook,Russell,Westbrook,True
1629632,Coby White,Coby,White,True
1628401,Derrick White,Derrick,White,True
202355,Hassan Whiteside,Hassan,Whiteside,True
203952,Andrew Wiggins,Andrew,Wiggins,True
1629684,Grant Williams,Grant,Williams,True
1629140,Johnathan Williams,Johnathan,Williams,True
1629026,Kenrich Williams,Kenrich,Williams,True
101150,Lou Williams,Lou,Williams,True
101107,Marvin Williams,Marvin,Williams,True
1629057,Robert Williams III,Robert,Williams III,True
1628430,Nigel Williams-Goss,Nigel,Williams-Goss,True
1629627,Zion Williamson,Zion,Williamson,True
1628391,D.J. Wilson,D.J.,Wilson,True
1629685,Dylan Windler,Dylan,Windler,True
1626159,Justise Winslow,Justise,Winslow,True
1626174,Christian Wood,Christian,Wood,True
1629624,Kenny Wooten,Kenny,Wooten,True
1626153,Delon Wright,Delon,Wright,True
1629625,Justin Wright-Foreman,Justin,Wright-Foreman,True
201152,Thaddeus Young,Thaddeus,Young,True
1629027,Trae Young,Trae,Young,True
203469,Cody Zeller,Cody,Zeller,True
1627790,Ante Zizic,Ante,Zizic,True
1627826,Ivica Zubac,Ivica,Zubac,True
